"GEO_ID","NAME","B17001_001E","B17001_001EA","B17001_001M","B17001_001MA","B17001_002E","B17001_002EA","B17001_002M","B17001_002MA","B17001_003E","B17001_003EA","B17001_003M","B17001_003MA","B17001_004E","B17001_004EA","B17001_004M","B17001_004MA","B17001_005E","B17001_005EA","B17001_005M","B17001_005MA","B17001_006E","B17001_006EA","B17001_006M","B17001_006MA","B17001_007E","B17001_007EA","B17001_007M","B17001_007MA","B17001_008E","B17001_008M","B17001_008MA","B17001_008EA","B17001_009E","B17001_009EA","B17001_009M","B17001_009MA","B17001_010E","B17001_010EA","B17001_010M","B17001_010MA","B17001_011E","B17001_011EA","B17001_011M","B17001_011MA","B17001_012E","B17001_012EA","B17001_012M","B17001_012MA","B17001_013E","B17001_013EA","B17001_013M","B17001_013MA","B17001_014E","B17001_014EA","B17001_014M","B17001_014MA","B17001_015E","B17001_015EA","B17001_015M","B17001_015MA","B17001_016E","B17001_016EA","B17001_016M","B17001_016MA","B17001_017E","B17001_017EA","B17001_017M","B17001_017MA","B17001_018E","B17001_018EA","B17001_018M","B17001_018MA","B17001_019E","B17001_019M","B17001_019MA","B17001_019EA","B17001_020E","B17001_020EA","B17001_020M","B17001_020MA","B17001_021E","B17001_021EA","B17001_021M","B17001_021MA","B17001_022E","B17001_022EA","B17001_022M","B17001_022MA","B17001_023E","B17001_023EA","B17001_023M","B17001_023MA","B17001_024E","B17001_024EA","B17001_024M","B17001_024MA","B17001_025E","B17001_025EA","B17001_025M","B17001_025MA","B17001_026E","B17001_026EA","B17001_026M","B17001_026MA","B17001_027E","B17001_027EA","B17001_027M","B17001_027MA","B17001_028E","B17001_028EA","B17001_028M","B17001_028MA","B17001_029E","B17001_029EA","B17001_029M","B17001_029MA","B17001_030E","B17001_030M","B17001_030MA","B17001_030EA","B17001_031E","B17001_031EA","B17001_031M","B17001_031MA","B17001_032E","B17001_032EA","B17001_032M","B17001_032MA","B17001_033E","B17001_033EA","B17001_033M","B17001_033MA","B17001_034E","B17001_034EA","B17001_034M","B17001_034MA","B17001_035E","B17001_035EA","B17001_035M","B17001_035MA","B17001_036E","B17001_036EA","B17001_036M","B17001_036MA","B17001_037E","B17001_037EA","B17001_037M","B17001_037MA","B17001_038E","B17001_038EA","B17001_038M","B17001_038MA","B17001_039E","B17001_039EA","B17001_039M","B17001_039MA","B17001_040E","B17001_040EA","B17001_040M","B17001_040MA","B17001_041E","B17001_041M","B17001_041MA","B17001_041EA","B17001_042E","B17001_042EA","B17001_042M","B17001_042MA","B17001_043E","B17001_043EA","B17001_043M","B17001_043MA","B17001_044E","B17001_044EA","B17001_044M","B17001_044MA","B17001_045E","B17001_045EA","B17001_045M","B17001_045MA","B17001_046E","B17001_046EA","B17001_046M","B17001_046MA","B17001_047E","B17001_047EA","B17001_047M","B17001_047MA","B17001_048E","B17001_048EA","B17001_048M","B17001_048MA","B17001_049E","B17001_049EA","B17001_049M","B17001_049MA","B17001_050E","B17001_050EA","B17001_050M","B17001_050MA","B17001_051E","B17001_051EA","B17001_051M","B17001_051MA","B17001_052E","B17001_052EA","B17001_052M","B17001_052MA","B17001_053E","B17001_053EA","B17001_053M","B17001_053MA","B17001_054E","B17001_054EA","B17001_054M","B17001_054MA","B17001_055E","B17001_055EA","B17001_055M","B17001_055MA","B17001_056E","B17001_056EA","B17001_056M","B17001_056MA","B17001_057E","B17001_057EA","B17001_057M","B17001_057MA","B17001_058E","B17001_058EA","B17001_058M","B17001_058MA","B17001_059E","B17001_059EA","B17001_059M","B17001_059MA",
"1600000US0560410","Rogers city, Arkansas","70348","null","478","null","8048","null","2512","null","3328","null","1388","null","625","null","449","null","254","null","397","null","898","null","451","null","255","null","397","null","80","125","null","null","0","null","213","null","134","null","138","null","271","null","209","null","492","null","424","null","170","null","220","null","50","null","81","null","99","null","141","null","0","null","213","null","4720","null","1407","null","1168","null","740","null","130","162","null","null","552","null","468","null","90","null","113","null","0","null","213","null","269","null","419","null","553","null","434","null","1064","null","484","null","320","null","282","null","132","null","166","null","162","null","167","null","153","null","187","null","127","135","null","null","62300","null","2689","null","31526","null","1994","null","2203","null","639","null","175","null","181","null","2818","null","946","null","1033","null","567","null","285","null","216","null","478","null","406","null","2520","null","817","null","6431","null","1085","null","4338","971","null","null","3771","null","771","null","4077","null","931","null","1581","null","580","null","1816","null","605","null","30774","null","1966","null","1389","null","670","null","634","null","484","null","2119","null","687","null","974","null","496","null","912","null","594","null","233","null","213","null","2816","null","1082","null","4943","null","948","null","4695","null","945","null","3869","null","826","null","3886","null","943","null","2182","null","676","null","2122","null","634","null",
"1600000US0566080","Springdale city, Arkansas","86303","null","2640","null","9193","null","4069","null","4228","null","2058","null","919","null","588","null","91","null","145","null","590","null","572","null","450","null","483","null","0","213","null","null","251","null","357","null","120","null","216","null","255","null","278","null","716","null","684","null","485","null","542","null","276","null","318","null","0","null","213","null","75","null","128","null","4965","null","2115","null","378","null","448","null","0","213","null","null","512","null","600","null","244","null","319","null","195","null","295","null","65","null","117","null","340","null","391","null","1338","null","819","null","1195","null","769","null","126","null","234","null","316","null","350","null","181","null","281","null","75","124","null","null","77110","null","4716","null","39334","null","2781","null","2460","null","1085","null","413","null","351","null","3081","null","992","null","1789","null","769","null","73","null","121","null","1625","null","523","null","4917","null","1326","null","6529","null","1241","null","5735","1216","null","null","4868","null","1060","null","3382","null","1029","null","3135","null","851","null","1327","null","609","null","37776","null","3122","null","3339","null","1049","null","515","null","445","null","3834","null","1000","null","1333","null","680","null","1055","null","554","null","873","null","558","null","3289","null","1224","null","4189","null","1213","null","4028","null","1052","null","5171","null","1126","null","4696","null","1204","null","3245","null","901","null","2209","null","788","null",
"1600000US0600562","Alameda city, California","75145","null","523","null","6522","null","2632","null","3238","null","1768","null","0","null","218","null","0","null","218","null","257","null","267","null","41","null","69","null","0","218","null","null","185","null","295","null","599","null","672","null","558","null","506","null","762","null","526","null","123","null","199","null","315","null","355","null","278","null","221","null","120","null","148","null","3284","null","1202","null","179","null","221","null","144","236","null","null","69","null","115","null","266","null","419","null","0","null","218","null","0","null","218","null","506","null","383","null","294","null","247","null","625","null","512","null","136","null","134","null","670","null","414","null","249","null","205","null","146","123","null","null","68623","null","2709","null","33454","null","1846","null","1655","null","639","null","570","null","456","null","2668","null","820","null","745","null","458","null","388","null","286","null","759","null","414","null","976","null","584","null","5561","null","1328","null","5429","1064","null","null","5739","null","1015","null","3044","null","674","null","3852","null","874","null","2068","null","712","null","35169","null","1910","null","2027","null","758","null","59","null","100","null","3032","null","871","null","1331","null","602","null","415","null","248","null","698","null","449","null","1377","null","518","null","5134","null","1359","null","5967","null","1257","null","5148","null","943","null","4821","null","904","null","3566","null","776","null","1594","null","558","null",
"1600000US0600884","Alhambra city, California","80600","null","398","null","12821","null","3620","null","5010","null","1355","null","301","null","266","null","151","null","249","null","0","null","218","null","138","null","173","null","157","257","null","null","0","null","218","null","270","null","288","null","1162","null","524","null","788","null","660","null","290","null","222","null","806","null","419","null","517","null","367","null","430","null","310","null","7811","null","2533","null","718","null","611","null","0","218","null","null","432","null","498","null","206","null","239","null","0","null","218","null","318","null","353","null","191","null","175","null","1472","null","747","null","1163","null","726","null","524","null","352","null","364","null","287","null","1085","null","581","null","1338","474","null","null","67779","null","3705","null","31802","null","2380","null","2168","null","882","null","280","null","224","null","1594","null","638","null","853","null","575","null","325","null","219","null","145","null","144","null","1906","null","803","null","5608","null","1177","null","4498","1003","null","null","4082","null","1049","null","5401","null","1071","null","3564","null","818","null","1378","null","444","null","35977","null","2751","null","2144","null","940","null","438","null","295","null","2171","null","980","null","868","null","500","null","264","null","246","null","557","null","335","null","2854","null","1055","null","6908","null","1217","null","5767","null","1213","null","3801","null","1003","null","4363","null","932","null","3231","null","737","null","2611","null","642","null",
"1600000US0602000","Anaheim city, California","343395","null","871","null","37666","null","6136","null","15831","null","3147","null","1942","null","914","null","229","null","223","null","1799","null","748","null","657","null","411","null","491","412","null","null","352","null","266","null","1643","null","695","null","2509","null","1365","null","1177","null","624","null","2323","null","918","null","1243","null","577","null","308","null","212","null","1158","null","716","null","21835","null","3766","null","1243","null","1000","null","176","233","null","null","1344","null","705","null","737","null","532","null","0","null","218","null","667","null","534","null","2176","null","1039","null","2539","null","827","null","3730","null","1270","null","2493","null","855","null","2134","null","838","null","1804","null","688","null","2792","959","null","null","305729","null","6201","null","152144","null","4185","null","6834","null","1438","null","1657","null","808","null","11901","null","2131","null","5974","null","1281","null","1177","null","560","null","4247","null","1161","null","12992","null","2152","null","25294","null","2769","null","22845","2527","null","null","21335","null","2242","null","17872","null","2204","null","12677","null","1710","null","7339","null","1164","null","153585","null","4731","null","7963","null","1889","null","1497","null","636","null","12107","null","2205","null","5389","null","1347","null","3127","null","825","null","4044","null","1025","null","13469","null","2195","null","24050","null","2724","null","20553","null","1931","null","20751","null","2071","null","19336","null","2037","null","11122","null","1455","null","10177","null","1500","null",
"1600000US0602252","Antioch city, California","114060","null","587","null","14749","null","3992","null","7365","null","2289","null","350","null","340","null","276","null","315","null","1579","null","839","null","662","null","485","null","0","218","null","null","448","null","440","null","569","null","408","null","696","null","602","null","417","null","323","null","974","null","583","null","861","null","538","null","291","null","304","null","242","null","392","null","7384","null","2113","null","744","null","560","null","159","266","null","null","422","null","332","null","289","null","314","null","205","null","314","null","522","null","411","null","92","null","160","null","1593","null","1053","null","900","null","586","null","1007","null","695","null","718","null","489","null","345","null","317","null","388","459","null","null","99311","null","4073","null","48681","null","3074","null","2862","null","877","null","633","null","466","null","3560","null","1146","null","1447","null","770","null","413","null","379","null","2010","null","926","null","4340","null","1333","null","6267","null","1759","null","7494","1553","null","null","5735","null","1305","null","7276","null","1399","null","4973","null","1163","null","1671","null","610","null","50630","null","3409","null","3658","null","1376","null","683","null","621","null","3500","null","1183","null","2241","null","917","null","880","null","633","null","898","null","513","null","4283","null","1434","null","6141","null","1775","null","7702","null","1453","null","5579","null","1102","null","7800","null","1547","null","5168","null","1280","null","2097","null","705","null",
"1600000US0602364","Apple Valley town, California","75697","null","389","null","12626","null","5629","null","7068","null","3555","null","819","null","756","null","80","null","135","null","974","null","937","null","951","null","928","null","186","309","null","null","884","null","752","null","254","null","399","null","674","null","598","null","1031","null","737","null","395","null","390","null","476","null","430","null","344","null","363","null","0","null","218","null","5558","null","2309","null","877","null","890","null","177","294","null","null","629","null","631","null","67","null","119","null","211","null","206","null","86","null","154","null","581","null","570","null","621","null","491","null","892","null","665","null","374","null","394","null","580","null","421","null","282","null","194","null","181","165","null","null","63071","null","5687","null","32510","null","3402","null","2376","null","1090","null","77","null","127","null","3309","null","1622","null","1412","null","762","null","1056","null","912","null","951","null","595","null","2061","null","1098","null","2826","null","1100","null","4985","1447","null","null","3158","null","1074","null","3788","null","1106","null","3111","null","895","null","3400","null","982","null","30561","null","3200","null","2165","null","1098","null","397","null","377","null","3910","null","1827","null","1100","null","567","null","328","null","418","null","570","null","529","null","2141","null","986","null","3087","null","1111","null","3117","null","998","null","3132","null","1122","null","3537","null","1048","null","4309","null","1300","null","2768","null","977","null",
"1600000US0602553","Arden-Arcade CDP, California","99858","null","8611","null","20590","null","5309","null","9539","null","3193","null","1882","null","1396","null","282","null","375","null","737","null","667","null","416","null","512","null","225","217","null","null","632","null","674","null","1148","null","718","null","1473","null","1016","null","862","null","607","null","1260","null","809","null","201","null","193","null","263","null","226","null","158","null","116","null","11051","null","2672","null","771","null","525","null","361","475","null","null","1638","null","1171","null","311","null","231","null","111","null","160","null","129","null","152","null","1104","null","693","null","2209","null","1084","null","1196","null","695","null","965","null","699","null","926","null","528","null","524","null","335","null","806","495","null","null","79268","null","7357","null","38994","null","3990","null","2290","null","1082","null","926","null","580","null","2672","null","967","null","935","null","582","null","113","null","140","null","737","null","571","null","2372","null","1041","null","8490","null","1938","null","5385","1175","null","null","4937","null","1082","null","5248","null","1337","null","3169","null","965","null","1720","null","451","null","40274","null","4302","null","3537","null","1472","null","410","null","284","null","1830","null","837","null","1713","null","935","null","603","null","449","null","439","null","295","null","3165","null","1178","null","6996","null","1569","null","3751","null","1000","null","6667","null","1420","null","4842","null","1107","null","3467","null","959","null","2854","null","843","null",
"1600000US0603526","Bakersfield city, California","403263","null","1545","null","64979","null","11877","null","27020","null","5240","null","3120","null","1524","null","642","null","556","null","4010","null","1423","null","1846","null","961","null","445","404","null","null","752","null","808","null","3252","null","1419","null","3236","null","1139","null","4313","null","1576","null","1585","null","855","null","1851","null","858","null","1408","null","778","null","560","null","403","null","37959","null","8105","null","5169","null","2673","null","1098","1012","null","null","4580","null","2161","null","2557","null","963","null","448","null","383","null","1698","null","841","null","3824","null","1452","null","5147","null","1933","null","3399","null","1141","null","2779","null","1217","null","3362","null","1072","null","2025","null","628","null","1873","766","null","null","338284","null","11990","null","169451","null","6891","null","11955","null","2770","null","2288","null","1137","null","14693","null","2686","null","9400","null","2435","null","2473","null","974","null","5193","null","1422","null","16766","null","3089","null","28150","null","2655","null","24006","3095","null","null","19079","null","2022","null","17856","null","1916","null","11507","null","1408","null","6085","null","1229","null","168833","null","7325","null","11052","null","2367","null","2411","null","1419","null","12019","null","2476","null","8477","null","1899","null","2354","null","892","null","5754","null","1606","null","18368","null","2589","null","26019","null","2983","null","22616","null","2648","null","19432","null","2332","null","18458","null","1934","null","14183","null","1927","null","7690","null","1495","null",
"1600000US0603666","Baldwin Park city, California","69992","null","367","null","9340","null","2648","null","4478","null","1442","null","348","null","422","null","0","null","218","null","149","null","150","null","216","null","233","null","214","175","null","null","437","null","325","null","325","null","254","null","526","null","340","null","470","null","278","null","342","null","300","null","650","null","386","null","463","null","313","null","338","null","272","null","4862","null","1542","null","454","null","322","null","95","153","null","null","618","null","340","null","309","null","314","null","0","null","218","null","0","null","218","null","623","null","437","null","327","null","258","null","564","null","304","null","910","null","476","null","204","null","180","null","529","null","325","null","229","209","null","null","60652","null","2669","null","31731","null","2058","null","666","null","380","null","30","null","49","null","1761","null","739","null","1278","null","552","null","291","null","221","null","862","null","425","null","4936","null","978","null","5942","null","1166","null","3171","773","null","null","5293","null","1090","null","4028","null","966","null","2495","null","749","null","978","null","408","null","28921","null","1846","null","1372","null","519","null","0","null","218","null","1584","null","520","null","1164","null","509","null","175","null","121","null","841","null","451","null","2714","null","699","null","4373","null","974","null","3064","null","758","null","5180","null","939","null","3912","null","934","null","2921","null","744","null","1621","null","455","null",
