"GEO_ID","NAME","B17001H_001E","B17001H_001EA","B17001H_001M","B17001H_001MA","B17001H_002E","B17001H_002EA","B17001H_002M","B17001H_002MA","B17001H_003E","B17001H_003EA","B17001H_003M","B17001H_003MA","B17001H_004E","B17001H_004EA","B17001H_004M","B17001H_004MA","B17001H_005E","B17001H_005EA","B17001H_005M","B17001H_005MA","B17001H_006E","B17001H_006EA","B17001H_006M","B17001H_006MA","B17001H_007E","B17001H_007EA","B17001H_007M","B17001H_007MA","B17001H_008E","B17001H_008EA","B17001H_008M","B17001H_008MA","B17001H_009E","B17001H_009EA","B17001H_009M","B17001H_009MA","B17001H_010E","B17001H_010EA","B17001H_010M","B17001H_010MA","B17001H_011E","B17001H_011EA","B17001H_011M","B17001H_011MA","B17001H_012E","B17001H_012EA","B17001H_012M","B17001H_012MA","B17001H_013E","B17001H_013M","B17001H_013MA","B17001H_013EA","B17001H_014E","B17001H_014EA","B17001H_014M","B17001H_014MA","B17001H_015E","B17001H_015EA","B17001H_015M","B17001H_015MA","B17001H_016E","B17001H_016EA","B17001H_016M","B17001H_016MA","B17001H_017E","B17001H_017EA","B17001H_017M","B17001H_017MA","B17001H_018E","B17001H_018EA","B17001H_018M","B17001H_018MA","B17001H_019E","B17001H_019EA","B17001H_019M","B17001H_019MA","B17001H_020E","B17001H_020EA","B17001H_020M","B17001H_020MA","B17001H_021E","B17001H_021EA","B17001H_021M","B17001H_021MA","B17001H_022E","B17001H_022EA","B17001H_022M","B17001H_022MA","B17001H_023E","B17001H_023EA","B17001H_023M","B17001H_023MA","B17001H_024E","B17001H_024M","B17001H_024MA","B17001H_024EA","B17001H_025E","B17001H_025EA","B17001H_025M","B17001H_025MA","B17001H_026E","B17001H_026EA","B17001H_026M","B17001H_026MA","B17001H_027E","B17001H_027EA","B17001H_027M","B17001H_027MA","B17001H_028E","B17001H_028EA","B17001H_028M","B17001H_028MA","B17001H_029E","B17001H_029EA","B17001H_029M","B17001H_029MA","B17001H_030E","B17001H_030EA","B17001H_030M","B17001H_030MA","B17001H_031E","B17001H_031EA","B17001H_031M","B17001H_031MA","B17001H_032E","B17001H_032EA","B17001H_032M","B17001H_032MA","B17001H_033E","B17001H_033EA","B17001H_033M","B17001H_033MA","B17001H_034E","B17001H_034EA","B17001H_034M","B17001H_034MA","B17001H_035E","B17001H_035M","B17001H_035MA","B17001H_035EA","B17001H_036E","B17001H_036EA","B17001H_036M","B17001H_036MA","B17001H_037E","B17001H_037EA","B17001H_037M","B17001H_037MA","B17001H_038E","B17001H_038EA","B17001H_038M","B17001H_038MA","B17001H_039E","B17001H_039EA","B17001H_039M","B17001H_039MA","B17001H_040E","B17001H_040EA","B17001H_040M","B17001H_040MA","B17001H_041E","B17001H_041EA","B17001H_041M","B17001H_041MA","B17001H_042E","B17001H_042EA","B17001H_042M","B17001H_042MA","B17001H_043E","B17001H_043EA","B17001H_043M","B17001H_043MA","B17001H_044E","B17001H_044EA","B17001H_044M","B17001H_044MA","B17001H_045E","B17001H_045EA","B17001H_045M","B17001H_045MA","B17001H_046E","B17001H_046M","B17001H_046MA","B17001H_046EA","B17001H_047E","B17001H_047EA","B17001H_047M","B17001H_047MA","B17001H_048E","B17001H_048EA","B17001H_048M","B17001H_048MA","B17001H_049E","B17001H_049EA","B17001H_049M","B17001H_049MA","B17001H_050E","B17001H_050EA","B17001H_050M","B17001H_050MA","B17001H_051E","B17001H_051EA","B17001H_051M","B17001H_051MA","B17001H_052E","B17001H_052EA","B17001H_052M","B17001H_052MA","B17001H_053E","B17001H_053EA","B17001H_053M","B17001H_053MA","B17001H_054E","B17001H_054EA","B17001H_054M","B17001H_054MA","B17001H_055E","B17001H_055EA","B17001H_055M","B17001H_055MA","B17001H_056E","B17001H_056EA","B17001H_056M","B17001H_056MA","B17001H_057E","B17001H_057M","B17001H_057MA","B17001H_057EA","B17001H_058E","B17001H_058EA","B17001H_058M","B17001H_058MA","B17001H_059E","B17001H_059EA","B17001H_059M","B17001H_059MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Income in the past 12 months below poverty level:","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!Under 5 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!Under 5 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!Under 5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!Under 5 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!5 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!5 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!5 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!6 to 11 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!6 to 11 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!6 to 11 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!6 to 11 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!12 to 14 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!12 to 14 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!12 to 14 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!12 to 14 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!15 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!15 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!15 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!15 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!16 and 17 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!16 and 17 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!16 and 17 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!16 and 17 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!18 to 24 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!18 to 24 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!18 to 24 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!18 to 24 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over","Estimate!!Total:!!Income in the past 12 months at or above poverty level:","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over",
"1600000US0103076","Auburn city, Alabama","50800","null","2998","null","12697","null","1923","null","7842","null","1216","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null","7044","null","1123","null","672","null","524","null","0","null","208","null","0","208","null","null","7","null","3","null","119","null","198","null","0","null","208","null","4855","null","1339","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null","46","null","84","null","3847","1225","null","null","500","null","451","null","0","null","208","null","0","null","208","null","229","null","361","null","167","null","214","null","66","null","112","null","38103","null","3291","null","18208","null","1887","null","550","null","262","null","106","null","129","null","1066","625","null","null","805","null","569","null","231","null","235","null","821","null","376","null","2054","null","989","null","2520","null","690","null","2753","null","657","null","2652","null","737","null","2124","null","604","null","1637","null","533","null","889","null","455","null","19895","2279","null","null","806","null","430","null","171","null","192","null","1708","null","794","null","646","null","413","null","129","null","230","null","833","null","461","null","1974","null","980","null","2936","null","789","null","2447","null","695","null","3152","null","815","null","2241","765","null","null","1372","null","634","null","1480","null","457","null",
"1600000US0107000","Birmingham city, Alabama","39261","null","3789","null","8526","null","1889","null","3854","null","1484","null","0","null","208","null","0","null","208","null","0","null","208","null","0","null","208","null","93","null","160","null","0","null","208","null","2033","null","1253","null","700","null","510","null","301","null","530","null","228","79","null","null","366","null","264","null","64","null","5","null","69","null","84","null","4672","null","1426","null","0","null","208","null","0","null","208","null","71","null","120","null","130","null","217","null","0","null","208","null","0","null","208","null","1924","1205","null","null","889","null","611","null","407","null","232","null","344","null","269","null","110","null","91","null","298","null","397","null","499","null","177","null","30735","null","3478","null","16522","null","2215","null","388","null","378","null","71","null","124","null","285","279","null","null","177","null","214","null","0","null","208","null","49","null","83","null","1149","null","747","null","6179","null","1467","null","2050","null","720","null","1701","null","792","null","1503","null","657","null","2152","null","600","null","818","null","367","null","14213","1871","null","null","247","null","246","null","0","null","208","null","132","null","161","null","0","null","208","null","116","null","191","null","100","null","162","null","2121","null","737","null","4573","null","1020","null","1393","null","575","null","1305","null","671","null","1611","509","null","null","1797","null","620","null","818","null","297","null",
"1600000US0121184","Dothan city, Alabama","40197","null","1490","null","3374","null","826","null","1588","null","445","null","101","null","102","null","0","null","208","null","104","null","92","null","22","null","38","null","0","null","208","null","0","null","208","null","248","null","202","null","252","null","135","null","227","null","206","null","103","123","null","null","380","null","200","null","98","null","63","null","53","null","49","null","1786","null","569","null","75","null","80","null","57","null","76","null","60","null","62","null","0","null","208","null","54","null","88","null","72","null","91","null","178","130","null","null","350","null","201","null","214","null","154","null","199","null","131","null","164","null","94","null","118","null","59","null","245","null","208","null","36823","null","1390","null","18297","null","965","null","650","null","197","null","466","null","283","null","1180","336","null","null","513","null","232","null","126","null","120","null","442","null","252","null","1198","null","305","null","2640","null","453","null","2200","null","389","null","2510","null","353","null","2225","null","391","null","2590","null","297","null","1557","null","274","null","18526","970","null","null","1015","null","264","null","101","null","68","null","941","null","243","null","744","null","295","null","237","null","150","null","356","null","144","null","1014","null","276","null","2009","null","381","null","1982","null","375","null","2427","null","364","null","2561","424","null","null","3067","null","369","null","2072","null","362","null",
